ticker,market_cap,pe,pb,roce_pct,roe_pct,peg,debt_to_equity,opm_pct,insider_holding_pct,pledging_status,market_cap_ok,pe_ok,pb_ok,roce_ok,roe_ok,peg_ok,de_ok,opm_ok,insider_holding_ok,unknown_metric_count,qualified
MMM,84944642048,29.255774,28.775333,18.33,81.89,1.5344,437.937,20.35,0.1,NOT AVAILABLE - manual check only,True,False,False,True,True,True,False,True,False,0,False
AOS,7737275392,15.857939,4.200856,31.95,27.13,1.3455,36.766,18.93,0.46,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,True,False,0,False
ABT,178065555456,33.084145,3.4610827,12.76,10.58,1.8783,63.212,14.71,0.5,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,False,False,0,False
ABBV,466554290176,74.58192,-78.60077,10.47,,0.537,,40.03,0.11,NOT AVAILABLE - manual check only,True,False,True,False,,True,,True,False,2,False
ACN,116446453760,15.198881,3.6509275,24.07,24.41,1.3778,25.035,16.96,0.04,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,True,False,0,False
ADBE,100436320256,14.107761,8.483984,46.63,61.9,0.6053,57.48,34.82,0.22,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,True,False,0,False
AMD,889845841920,139.76666,13.233231,6.33,10.2,0.522,6.361,17.25,0.42,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
AES,10590392320,5.5617976,2.1428573,3.42,9.57,,256.886,18.67,0.58,NOT AVAILABLE - manual check only,True,False,True,False,False,,False,True,False,1,False
AFL,58456629248,12.578209,1.9319988,,16.91,,53.365,25.72,10.92,NOT AVAILABLE - manual check only,True,True,True,,True,,True,True,False,2,False
A,44076756992,30.83629,5.987056,14.9,20.97,1.2691,56.336,25.56,0.19,NOT AVAILABLE - manual check only,True,False,False,False,True,True,True,True,False,0,False
APD,63714783232,,4.5891542,-0.62,0.02,2.0659,110.091,25.54,1.89,NOT AVAILABLE - manual check only,True,,False,False,False,False,False,True,False,1,False
ABNB,99356499968,37.97025,12.552386,29.72,34.54,1.5893,32.004,21.01,1.94,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
AKAM,15389174784,38.797104,3.2379801,6.02,8.92,1.6722,196.672,7.63,2.13,NOT AVAILABLE - manual check only,True,False,False,False,False,True,False,False,False,0,False
ALB,13576481792,426.1111,1.6884357,-2.36,2.65,0.7941,18.976,27.71,0.2,NOT AVAILABLE - manual check only,True,False,True,False,False,True,True,True,False,0,False
ARE,9695848448,,0.61842096,-3.1,-4.08,,68.67,17.28,1.38,NOT AVAILABLE - manual check only,True,,True,False,False,,True,True,False,2,False
ALGN,10635377664,25.99132,2.5200734,13.57,10.15,0.6335,2.855,18.25,6.13,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
ALLE,13064201216,20.134995,6.1681457,19.46,33.73,2.0239,104.895,22.1,0.23,NOT AVAILABLE - manual check only,True,True,False,True,True,False,False,True,False,0,False
LNT,17278732288,21.088606,2.2949238,5.02,11.13,2.0354,160.951,19.05,0.15,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
ALL,63773306880,5.049249,2.0210593,,46.11,1.8742,22.261,22.83,0.5,NOT AVAILABLE - manual check only,True,False,True,,True,True,True,True,False,1,False
GOOGL,4247823319040,17.436245,6.824308,32.4,48.68,1.2253,18.859,34.03,1.6,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,True,False,0,False
GOOG,4203184128000,17.253012,6.7525935,32.4,48.68,1.2128,18.859,34.03,0.52,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,True,False,0,False
MO,116381138944,14.673683,-43.61702,40.85,,2.6858,,76.12,0.12,NOT AVAILABLE - manual check only,True,True,True,True,,False,,True,False,2,False
AMZN,2709413953536,20.224638,4.9102745,16.6,30.56,1.4394,45.617,13.69,8.87,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,False,False,0,False
AMCR,19594211328,17.806723,1.6605283,6.6,9.4,0.9587,128.294,9.69,0.26,NOT AVAILABLE - manual check only,True,True,True,False,False,True,False,False,False,0,False
AEE,28764014592,18.292253,2.10124,5.32,11.94,2.5467,157.846,25.24,0.32,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
AEP,66209611776,21.07799,2.0638394,5.68,10.13,2.0428,160.789,23.25,0.03,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
AXP,210136170496,18.89314,6.127203,,34.38,1.2662,172.38,20.32,22.56,NOT AVAILABLE - manual check only,True,True,False,,True,True,False,True,False,1,False
AIG,39572557824,13.810219,0.9779546,,7.22,0.6415,22.466,19.41,0.55,NOT AVAILABLE - manual check only,True,True,True,,False,True,True,True,False,1,False
AMT,81813266432,24.151306,21.994238,7.82,33.91,1.6669,438.721,45.41,0.08,NOT AVAILABLE - manual check only,True,True,False,False,True,True,False,True,False,0,False
AWK,27472295936,23.958406,2.3551059,6.64,10.1,2.4408,137.745,40.66,0.12,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
AMP,48239882240,13.1875305,7.581905,,63.43,1.5203,67.578,30.72,0.18,NOT AVAILABLE - manual check only,True,True,False,,True,True,True,True,False,1,False
AME,53706850304,34.207302,4.7705526,14.21,14.56,2.6379,20.522,26.18,0.39,NOT AVAILABLE - manual check only,True,False,False,False,False,False,True,True,False,0,False
AMGN,205321224192,23.574177,17.566141,18.02,91.47,2.2655,490.281,35.55,0.23,NOT AVAILABLE - manual check only,True,True,False,True,True,False,False,True,False,0,False
APH,193257832448,39.185,12.471356,20.28,38.12,0.8746,120.415,29.78,0.53,NOT AVAILABLE - manual check only,True,False,False,True,True,True,False,True,False,0,False
ADI,175727673344,42.96801,5.237655,6.77,12.23,0.541,27.314,39.5,0.24,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
AON,62799732736,16.311295,6.539073,20.23,44.7,2.2654,163.481,23.46,1.01,NOT AVAILABLE - manual check only,True,True,False,True,True,False,False,True,False,0,False
APA,15926979584,9.590717,2.2705026,20.2,26.66,1.2079,48.854,56.33,0.44,NOT AVAILABLE - manual check only,True,False,True,True,True,True,True,True,False,0,False
APO,74408435712,44.83986,3.7012014,5.46,11.41,0.4667,100.969,21.95,26.34,NOT AVAILABLE - manual check only,True,False,False,False,False,True,False,True,False,0,False
AAPL,4918238773248,38.69116,45.788044,68.72,148.75,2.6691,78.445,32.62,1.65,NOT AVAILABLE - manual check only,True,False,False,True,True,False,True,True,False,0,False
AMAT,331247550464,36.013805,12.926202,33.71,41.07,0.8257,28.666,33.74,0.33,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
APP,107623612416,24.738462,34.089466,70.2,203.69,0.7076,111.13,77.68,14.31,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,True,False,0,False
APTV,9230886912,19.737556,1.0383736,6.97,5.16,0.9507,64.938,12.68,0.84,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,False,False,0,False
ACGL,32974698496,7.56651,1.4154395,,19.94,,17.836,26.58,2.79,NOT AVAILABLE - manual check only,True,False,True,,True,,True,True,False,2,False
ADM,42455547904,24.068304,1.8011736,5.68,7.64,1.0503,39.134,4.01,0.71,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,False,False,0,False
ARES,41578160128,57.223743,11.36071,9.72,14.94,0.9228,172.378,19.38,11.16,NOT AVAILABLE - manual check only,True,False,False,False,False,True,False,True,False,0,False
ANET,251652161536,63.142403,17.00588,27.4,31.48,1.4781,,45.39,17.25,NOT AVAILABLE - manual check only,True,False,False,True,True,True,,True,False,1,False
AJG,61883281408,40.10133,2.6088223,6.58,6.72,0.722,59.401,19.16,0.87,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
AIZ,13998578688,13.579426,2.2983544,,18.34,,36.211,11.73,0.71,NOT AVAILABLE - manual check only,True,True,True,,True,,True,False,False,2,False
T,173982072832,8.379538,1.5813403,9.23,18.34,1.5723,129.054,24.79,0.09,NOT AVAILABLE - manual check only,True,False,True,False,True,True,False,True,False,0,False
ATO,27381215232,19.312275,1.7945111,6.14,9.79,1.9532,67.662,37.22,0.4,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,True,False,0,False
ADSK,45695758336,28.357977,13.507135,26.94,53.85,0.8477,109.518,29.23,0.23,NOT AVAILABLE - manual check only,True,False,False,True,True,True,False,True,False,0,False
ADP,108150808576,24.907593,17.956598,47.0,72.24,2.5342,91.436,23.46,0.17,NOT AVAILABLE - manual check only,True,True,False,True,True,False,True,True,False,0,False
AZO,46434369536,19.57543,-16.72032,36.82,,1.2888,,19.08,0.26,NOT AVAILABLE - manual check only,True,True,True,True,,True,,True,False,2,False
AVY,13086739456,18.69836,5.5908113,17.25,31.16,,158.653,13.59,0.64,NOT AVAILABLE - manual check only,True,True,False,True,True,,False,False,False,1,False
AXON,36841168896,189.74895,10.025866,2.05,6.22,2.1491,50.363,5.17,4.51,NOT AVAILABLE - manual check only,True,False,False,False,False,False,True,False,False,0,False
BKR,56150605824,18.188103,2.8195095,11.48,16.46,1.5709,80.925,12.83,0.15,NOT AVAILABLE - manual check only,True,True,False,False,True,True,True,False,False,0,False
BALL,16174475264,17.406878,2.7976053,10.27,17.15,1.0323,131.495,9.23,0.26,NOT AVAILABLE - manual check only,True,True,False,False,True,True,False,False,False,0,False
BAC,406838116352,13.43649,1.4788268,,11.2,0.8751,,38.3,7.03,NOT AVAILABLE - manual check only,True,True,True,,False,True,,True,False,2,False
BAX,11901248512,,1.9176942,-1.26,-14.37,,156.449,14.43,0.33,NOT AVAILABLE - manual check only,True,,True,False,False,,False,False,False,2,False
BDX,49405521920,31.380623,2.0234947,5.31,6.61,1.1074,68.84,15.73,0.43,NOT AVAILABLE - manual check only,True,False,True,False,False,True,True,True,False,0,False
BRK-B,1090049409024,12.806842,0.00097505696,,12.12,,17.142,32.56,0.27,NOT AVAILABLE - manual check only,True,True,True,,False,,True,True,False,2,False
BBY,19831851008,15.733776,6.250661,20.76,43.13,1.73,130.097,3.9,6.52,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,False,False,0,False
TECH,11355209728,62.42242,5.3613214,10.33,9.03,2.1053,13.712,27.87,0.33,NOT AVAILABLE - manual check only,True,False,False,False,False,False,True,True,False,0,False
BIIB,32365514752,38.838654,1.7165583,6.99,4.58,2.2266,44.329,25.06,0.19,NOT AVAILABLE - manual check only,True,False,True,False,False,False,True,True,False,0,False
BLK,171243405312,25.274818,2.835482,4.89,12.28,0.8695,23.192,35.08,1.92,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
BX,149902295040,28.055931,11.12876,,31.37,1.1259,68.185,54.36,1.05,NOT AVAILABLE - manual check only,True,False,False,,True,True,True,True,False,1,False
XYZ,45942796288,136.55357,2.0837648,10.44,1.61,0.587,32.58,7.0,1.2,NOT AVAILABLE - manual check only,True,False,True,False,False,True,True,False,False,0,False
BNY,103824703488,17.876167,2.6014519,,14.12,1.1603,,40.05,0.24,NOT AVAILABLE - manual check only,True,True,False,,False,True,,True,False,2,False
BA,155589132288,70.60932,25.531363,8.99,173.54,1.5039,790.875,0.0,0.06,NOT AVAILABLE - manual check only,True,False,False,False,True,True,False,False,False,0,False
BKNG,132132282368,18.946667,-11.986504,67.24,,0.6332,,34.41,0.18,NOT AVAILABLE - manual check only,True,True,True,True,,True,,True,False,2,False
BSX,63113945088,17.631578,2.5272748,9.77,15.34,0.6151,50.151,22.9,0.25,NOT AVAILABLE - manual check only,True,True,False,False,True,True,True,True,False,0,False
BMY,128364183552,13.84141,5.751945,16.84,46.6,17.7085,201.859,34.42,0.1,NOT AVAILABLE - manual check only,True,True,False,True,True,False,False,True,False,0,False
AVGO,1657881624576,44.298466,16.631548,17.0,44.25,0.3362,59.604,54.31,1.94,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
BR,19003813888,17.097815,6.594293,20.68,40.92,1.941,123.939,24.61,0.53,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,True,False,0,False
BRO,21789827072,20.805113,1.7078416,7.73,10.02,,63.975,41.84,13.28,NOT AVAILABLE - manual check only,True,True,True,False,False,,True,True,False,1,False
BF-B,12159902720,17.096775,3.0625217,14.83,18.12,1.9627,61.502,27.55,2.8,NOT AVAILABLE - manual check only,True,True,False,False,True,True,True,True,False,0,False
BLDR,6206163456,62.695652,1.5494964,8.14,2.51,,130.786,3.33,2.71,NOT AVAILABLE - manual check only,True,False,True,False,False,,False,False,False,1,False
BG,22921732096,25.713362,1.4367428,5.99,7.18,,97.995,4.62,18.37,NOT AVAILABLE - manual check only,True,False,True,False,False,,True,False,False,1,False
BXP,11563493376,34.370968,1.9782768,4.2,5.31,2.3783,211.631,28.75,0.38,NOT AVAILABLE - manual check only,True,False,True,False,False,False,False,True,False,0,False
CHRW,17974061056,29.29905,11.0677805,24.64,37.12,1.8731,121.188,5.34,0.35,NOT AVAILABLE - manual check only,True,False,False,True,True,True,False,False,False,0,False
CDNS,77438099456,55.706352,11.274596,19.24,23.23,2.1382,38.661,28.57,0.33,NOT AVAILABLE - manual check only,True,False,False,True,True,False,True,True,False,0,False
CPT,10147436544,33.31023,2.7221727,6.26,7.89,,125.648,16.1,1.47,NOT AVAILABLE - manual check only,True,False,False,False,False,,False,True,False,1,False
COF,123951546368,11.137817,1.2036293,,9.03,0.1826,,33.63,1.23,NOT AVAILABLE - manual check only,True,True,True,,False,True,,True,False,2,False
CAH,52641189888,31.30567,-18.293056,18.83,,1.1626,,1.33,0.27,NOT AVAILABLE - manual check only,True,False,True,True,,True,,False,False,2,False
CCL,30365122560,9.986486,2.3455355,10.68,26.69,0.7761,201.556,12.79,7.11,NOT AVAILABLE - manual check only,True,False,True,False,True,True,False,False,False,0,False
CARR,45175267328,38.85,3.4132411,7.5,8.97,1.0577,91.998,13.07,4.76,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,False,False,0,False
CVNA,72981250048,34.835976,11.752944,-3.3,58.77,,110.88,9.22,2.1,NOT AVAILABLE - manual check only,True,False,False,False,True,,False,False,False,1,False
CASY,22451453952,29.302944,5.4869566,13.63,19.98,2.6637,70.547,6.5,0.58,NOT AVAILABLE - manual check only,True,False,False,False,True,False,True,False,False,0,False
CAT,367082569728,34.347095,18.9266,19.42,56.97,1.3697,232.783,22.18,0.22,NOT AVAILABLE - manual check only,True,False,False,True,True,True,False,True,False,0,False
CBOE,27848620032,20.801094,4.956047,23.32,26.3,2.393,28.09,34.63,0.25,NOT AVAILABLE - manual check only,True,True,False,True,True,False,True,True,False,0,False
CBRE,40343633920,31.954128,4.8084493,6.97,15.8,0.7389,117.789,3.61,0.51,NOT AVAILABLE - manual check only,True,False,False,False,True,True,False,False,False,0,False
CDW,18652598272,17.932693,7.6552076,18.8,44.01,,263.278,7.34,0.46,NOT AVAILABLE - manual check only,True,True,False,True,True,,False,False,False,1,False
COR,59043835904,22.970304,19.35264,14.27,96.87,0.6669,446.516,1.41,4.3,NOT AVAILABLE - manual check only,True,True,False,False,True,True,False,False,False,0,False
CNC,33147064320,,1.4691392,-15.11,-20.36,0.7958,71.082,3.76,0.39,NOT AVAILABLE - manual check only,True,,True,False,False,True,True,False,False,1,False
CNP,25400254464,22.952383,2.1671445,5.34,9.83,1.707,210.256,24.49,0.23,NOT AVAILABLE - manual check only,True,True,True,False,False,True,False,True,False,0,False
CF,20252069888,9.9273,3.5292878,18.06,29.87,0.5947,40.504,49.33,0.45,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
CRL,13446608896,,4.734268,0.13,-7.52,0.1222,105.047,15.11,0.47,NOT AVAILABLE - manual check only,True,,False,False,False,True,False,True,False,1,False
SCHW,180940390400,19.058289,4.1155643,,20.27,0.8897,151.106,52.28,6.21,NOT AVAILABLE - manual check only,True,True,False,,True,True,False,True,False,1,False
CHTR,17332445184,3.4704657,0.9384191,8.87,27.2,0.7642,441.578,23.5,3.1,NOT AVAILABLE - manual check only,True,False,True,False,True,True,False,True,False,0,False
CVX,415016419328,20.362848,2.1856406,7.21,12.23,0.9341,18.959,21.87,4.77,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,True,False,0,False
CMG,42404155392,31.027775,19.31412,25.78,49.56,1.4891,246.35,16.11,0.72,NOT AVAILABLE - manual check only,True,False,False,True,True,True,False,True,False,0,False
CB,131904970752,12.119816,1.7492965,,14.82,2.5699,30.941,23.53,9.45,NOT AVAILABLE - manual check only,True,True,True,,False,False,True,True,False,1,False
CHD,22546231296,30.464746,5.1840744,14.19,17.04,2.6852,55.851,18.07,0.2,NOT AVAILABLE - manual check only,True,False,False,False,True,False,True,True,False,0,False
CIEN,48817586176,77.1861,15.980411,5.44,22.4,0.5617,107.496,18.08,0.59,NOT AVAILABLE - manual check only,True,False,False,False,True,True,False,True,False,0,False
CI,72930369536,11.419114,1.7076777,9.05,16.76,0.763,74.29,3.98,1.44,NOT AVAILABLE - manual check only,True,True,True,False,True,True,True,False,False,0,False
CINF,26075920384,8.021718,1.5633482,,21.48,,5.255,37.2,1.73,NOT AVAILABLE - manual check only,True,False,True,,True,,True,True,False,2,False
CTAS,79217573888,40.317722,15.411445,33.3,40.71,3.1642,52.646,23.69,15.0,NOT AVAILABLE - manual check only,True,False,False,True,True,False,True,True,False,0,False
CSCO,434630754304,33.105106,8.651024,19.84,27.32,0.9932,62.017,27.72,0.05,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
C,222595858432,14.299569,1.1565479,,8.53,0.6023,,36.23,0.27,NOT AVAILABLE - manual check only,True,True,True,,False,True,,True,False,2,False
CFG,28383105024,14.681916,1.1832979,,8.27,,,35.13,0.71,NOT AVAILABLE - manual check only,True,True,True,,False,,,True,False,3,False
CLX,10279135232,17.671518,114.24731,18.34,163.76,1.0625,2221.429,12.88,0.72,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,False,False,0,False
CME,97499914240,22.978813,3.6733227,14.44,15.8,4.7381,14.587,65.04,0.43,NOT AVAILABLE - manual check only,True,True,False,False,True,False,True,True,False,0,False
CMS,20450478080,19.879879,2.1738417,5.62,9.16,2.379,185.604,17.17,0.55,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
KO,378882457600,26.444445,10.482085,21.13,42.05,3.9914,115.519,34.87,9.9,NOT AVAILABLE - manual check only,True,False,False,True,True,False,False,True,False,0,False
CTSH,29269239808,13.278971,1.9339918,20.64,14.92,0.9011,14.479,17.48,0.13,NOT AVAILABLE - manual check only,True,True,True,True,False,True,True,True,False,0,False
COHR,57962430464,71.83981,5.313824,6.72,7.98,,31.612,11.83,4.45,NOT AVAILABLE - manual check only,True,False,False,False,False,,True,False,False,1,False
COIN,45899710464,,3.5085208,7.67,-7.85,2.2818,50.982,-13.92,1.32,NOT AVAILABLE - manual check only,True,,False,False,False,False,True,False,False,1,False
CL,69935972352,34.53937,296.38513,35.1,267.37,1.5858,1388.163,20.97,0.15,NOT AVAILABLE - manual check only,True,False,False,True,True,True,False,True,False,0,False
CMCSA,81299267584,7.342949,0.90514004,12.62,11.49,,100.474,17.23,0.74,NOT AVAILABLE - manual check only,True,False,True,False,False,,False,True,False,1,False
FIX,55394463744,38.729332,85.75102,42.67,55.29,0.5302,11.498,17.06,1.08,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
COP,160006144000,17.64106,2.4484806,12.63,14.18,1.1213,35.639,31.51,0.1,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,True,False,0,False
ED,39601250304,17.611843,1.5404756,5.63,8.96,2.0922,110.113,16.54,0.2,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
STZ,20914993152,11.673022,2.543253,14.26,23.69,1.5641,123.205,35.93,12.56,NOT AVAILABLE - manual check only,True,True,False,False,True,True,False,True,False,0,False
CEG,93111975936,25.68915,2.9200323,8.16,15.06,,76.419,8.66,0.34,NOT AVAILABLE - manual check only,True,False,False,False,True,,True,False,False,1,False
COO,10225601536,18.479382,1.2274594,5.91,6.84,0.5134,33.634,20.82,0.63,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,True,False,0,False
CPRT,28571727872,19.135485,3.0225213,18.04,16.16,3.0323,0.97,32.01,9.01,NOT AVAILABLE - manual check only,True,True,False,True,True,False,True,True,False,0,False
GLW,127054471168,67.798164,10.661473,9.42,16.81,0.862,71.448,15.65,8.07,NOT AVAILABLE - manual check only,True,False,False,False,True,True,True,True,False,0,False
CPAY,26543550464,24.575075,7.4936514,16.06,29.22,0.769,275.291,46.92,3.78,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,True,False,0,False
CTVA,54396489728,49.41212,2.16151,6.08,4.26,1.099,19.191,30.13,0.11,NOT AVAILABLE - manual check only,True,False,True,False,False,True,True,True,False,0,False
CSGP,11870263296,162.75,1.4950243,-0.74,0.89,0.0921,14.537,8.22,1.26,NOT AVAILABLE - manual check only,True,False,True,False,False,True,True,False,False,0,False
COST,396439027712,45.056953,11.831826,27.44,29.15,4.3806,24.567,3.99,0.16,NOT AVAILABLE - manual check only,True,False,False,True,True,False,True,False,False,0,False
CRH,57680162816,15.318021,2.402061,11.33,15.81,1.5462,77.592,19.02,0.14,NOT AVAILABLE - manual check only,True,True,True,False,True,True,True,True,False,0,False
CRWD,251580792832,4914.0,49.307648,-1.43,1.46,7.7235,15.958,-2.26,1.45,NOT AVAILABLE - manual check only,True,False,False,False,False,False,True,False,False,0,False
CCI,31373082624,30.097958,-9.606565,7.62,,0.5762,,46.83,0.1,NOT AVAILABLE - manual check only,True,False,True,False,,True,,True,False,2,False
CSX,88733548544,27.848837,6.3009734,11.38,24.36,1.7239,138.068,38.42,0.22,NOT AVAILABLE - manual check only,True,False,False,False,True,True,False,True,False,0,False
CMI,72289714176,26.769547,5.613742,17.6,21.11,1.0635,59.586,11.9,0.21,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,False,False,0,False
CVS,115452649472,23.817942,1.4474463,3.19,6.21,0.2147,95.503,3.86,0.06,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,False,False,0,False
DHR,149384527872,37.94643,2.8406813,5.87,7.61,1.2474,52.97,19.78,10.96,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
DRI,23473625088,19.783733,10.683686,16.08,53.72,1.8575,364.507,14.14,0.3,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,False,False,0,False
DDOG,84741701632,462.74512,19.398323,2.73,4.7,1.1699,29.259,0.67,0.58,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,False,False,0,False
DVA,11751631872,15.502963,-15.304688,13.44,88.48,0.4743,1241.986,16.06,46.91,NOT AVAILABLE - manual check only,True,True,True,False,True,True,False,True,False,0,False
DECK,10855055360,11.338549,4.73506,46.08,42.56,0.9536,20.521,15.23,0.71,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,True,False,0,False
DE,184863277056,38.069405,6.604599,12.82,18.24,1.5534,230.298,13.37,0.17,NOT AVAILABLE - manual check only,True,False,False,False,True,True,False,False,False,0,False
DELL,374112223232,34.249126,-266.00363,23.21,,0.6617,,12.02,7.71,NOT AVAILABLE - manual check only,True,False,True,True,,True,,False,False,2,False
DAL,52234997760,13.172471,2.381495,12.78,20.12,,96.649,7.92,9.18,NOT AVAILABLE - manual check only,True,True,True,False,True,,True,False,False,1,False
DVN,53592002560,10.591305,1.3419639,14.4,11.52,2.9248,28.488,41.08,0.8,NOT AVAILABLE - manual check only,True,True,True,False,False,False,True,True,False,0,False
DXCM,33181331456,34.75494,12.659084,26.37,38.49,1.3427,53.346,24.33,0.26,NOT AVAILABLE - manual check only,True,False,False,True,True,True,True,True,False,0,False
FANG,55401844736,37.512383,1.4579185,3.22,3.49,23.3555,28.678,48.47,27.11,NOT AVAILABLE - manual check only,True,False,True,False,False,False,True,True,False,0,False
DLR,69588312064,89.88293,2.553209,3.99,2.91,11.6963,67.944,25.88,0.01,NOT AVAILABLE - manual check only,True,False,False,False,False,False,True,True,False,0,False
DG,27566065664,16.227272,2.967722,9.15,19.69,1.6346,169.811,6.81,0.28,NOT AVAILABLE - manual check only,True,True,False,False,True,True,False,False,False,0,False
DLTR,21464907776,14.0196085,6.26815,16.75,46.03,1.4022,223.945,6.21,0.16,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,False,False,0,False
D,56544722944,22.245674,2.0255198,5.34,8.28,2.5283,160.459,29.22,0.13,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
DPZ,9846778880,16.883154,-2.4716012,82.25,,1.3723,,19.08,0.48,NOT AVAILABLE - manual check only,True,True,True,True,,True,,True,False,2,False
DASH,84302446592,101.86388,8.496441,5.37,8.89,1.1324,33.276,3.86,0.59,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,False,False,0,False
DOV,25486886912,22.882708,3.308276,13.61,14.91,1.4644,42.316,18.69,1.26,NOT AVAILABLE - manual check only,True,True,False,False,False,True,True,True,False,0,False
DOW,21301827584,,1.3431408,-3.34,-5.54,38.8911,111.913,11.59,0.21,NOT AVAILABLE - manual check only,True,,True,False,False,False,False,False,False,1,False
DHI,39264468992,13.39504,1.6544881,13.2,12.63,1.1615,29.451,12.99,10.4,NOT AVAILABLE - manual check only,True,True,True,False,False,True,True,False,False,0,False
DTE,27143008256,20.606636,2.2341738,5.36,11.03,1.6791,229.06,13.62,0.4,NOT AVAILABLE - manual check only,True,True,True,False,False,True,False,False,False,0,False
DUK,92425904128,17.85241,1.7193166,5.35,9.86,2.1929,162.155,27.5,0.13,NOT AVAILABLE - manual check only,True,True,True,False,False,False,False,True,False,0,False
DD,17344593920,55.133053,1.2598689,2.66,1.79,,22.902,14.24,0.16,NOT AVAILABLE - manual check only,True,False,True,False,False,,True,False,False,1,False
ETN,158993317888,41.65412,7.8520336,16.23,19.68,2.4173,105.059,16.56,0.07,NOT AVAILABLE - manual check only,True,False,False,True,True,False,False,True,False,0,False
EBAY,50240499712,23.718487,10.769818,19.68,46.61,1.5628,153.012,21.57,10.04,NOT AVAILABLE - manual check only,True,True,False,True,True,True,False,True,False,0,False
ECHO,27329368064,,1.9304402,-56.67,-33.43,,123.757,14.28,13.05,NOT AVAILABLE - manual check only,True,,True,False,False,,False,False,False,2,False
ECL,76159672320,36.467113,7.5740175,14.89,21.96,2.4699,138.023,18.52,0.15,NOT AVAILABLE - manual check only,True,False,False,False,True,False,False,True,False,0,False
EIX,21357176832,5.7275543,1.2241117,9.02,19.73,2.4352,228.042,26.9,0.26,NOT AVAILABLE - manual check only,True,False,True,False,True,False,False,True,False,0,False
EW,50814349312,52.529762,4.792289,10.88,9.18,1.9043,6.568,29.84,0.19,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
ELV,89840279552,18.321981,2.0013914,,11.13,1.3493,68.953,4.56,0.19,NOT AVAILABLE - manual check only,True,True,True,,False,True,True,False,False,1,False
EME,32167585792,22.72546,7.909631,39.17,40.35,0.3057,13.432,10.62,0.71,NOT AVAILABLE - manual check only,True,True,False,True,True,True,True,False,False,0,False
EMR,82558730240,32.324562,4.0344872,10.32,12.8,1.6808,67.677,26.92,0.25,NOT AVAILABLE - manual check only,True,False,False,False,False,True,True,True,False,0,False
ETR,49359187968,26.421993,2.6445668,5.63,10.25,1.5714,186.77,24.46,0.22,NOT AVAILABLE - manual check only,True,False,False,False,False,True,False,True,False,0,False
EOG,77481476096,11.31182,2.3990698,14.0,22.51,1.3808,25.891,40.72,0.28,NOT AVAILABLE - manual check only,True,True,True,False,True,True,True,True,False,0,False
